,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Period
9680,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Deplaned,Other,International,A,7945,Deplaned,7945,2012,June,2012-06-01
9681,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Enplaned,Other,International,A,8432,Enplaned,8432,2012,June,2012-06-01
9682,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,5087,Deplaned,5087,2012,June,2012-06-01
9683,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,5895,Enplaned,5895,2012,June,2012-06-01
9684,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6365,Deplaned,6365,2012,June,2012-06-01
9685,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7083,Enplaned,7083,2012,June,2012-06-01
9686,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Deplaned,Low Fare,International,A,45485,Deplaned,45485,2012,June,2012-06-01
9687,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Enplaned,Low Fare,International,A,46766,Enplaned,46766,2012,June,2012-06-01
9688,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11826,Deplaned,11826,2012,June,2012-06-01
9689,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11910,Enplaned,11910,2012,June,2012-06-01
9690,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6836,Deplaned,6836,2012,June,2012-06-01
9691,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6986,Enplaned,6986,2012,June,2012-06-01
9692,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2765,Deplaned,2765,2012,June,2012-06-01
9693,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2910,Enplaned,2910,2012,June,2012-06-01
9694,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,23233,Deplaned,23233,2012,June,2012-06-01
9695,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24160,Enplaned,24160,2012,June,2012-06-01
9696,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10009,Deplaned,10009,2012,June,2012-06-01
9697,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11558,Enplaned,11558,2012,June,2012-06-01
9698,Servisair,,Servisair,,Domestic,North America,Deplaned,Low Fare,International,A,62,Deplaned,62,2012,June,2012-06-01
9699,Servisair,,Servisair,,Domestic,North America,Enplaned,Low Fare,International,A,62,Enplaned,62,2012,June,2012-06-01
9700,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14636,Deplaned,14636,2012,June,2012-06-01
9701,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15735,Enplaned,15735,2012,June,2012-06-01
9702,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 1,B,8088,Deplaned,8088,2012,June,2012-06-01
9703,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 1,B,8129,Enplaned,8129,2012,June,2012-06-01
9704,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,21184,Deplaned,21184,2012,June,2012-06-01
9705,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,20453,Enplaned,20453,2012,June,2012-06-01
9706,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,138965,Deplaned,138965,2012,June,2012-06-01
9707,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,139671,Enplaned,139671,2012,June,2012-06-01
9708,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,International,G,2467,Deplaned,2467,2012,June,2012-06-01
9709,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,10012,Deplaned,10012,2012,June,2012-06-01
9710,SkyWest Airlines,OO,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,13399,Enplaned,13399,2012,June,2012-06-01
9711,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,131366,Deplaned,131366,2012,June,2012-06-01
9712,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,127986,Enplaned,127986,2012,June,2012-06-01
9713,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Thru / Transit,Low Fare,Terminal 1,B,157,Thru / Transit * 2,314,2012,June,2012-06-01
9714,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,International,A,4718,Deplaned,4718,2012,June,2012-06-01
9715,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,International,A,4884,Enplaned,4884,2012,June,2012-06-01
9716,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6244,Deplaned,6244,2012,June,2012-06-01
9717,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6442,Enplaned,6442,2012,June,2012-06-01
9718,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,A,5680,Deplaned,5680,2012,June,2012-06-01
9719,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,A,6373,Enplaned,6373,2012,June,2012-06-01
9720,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,B,72186,Deplaned,72186,2012,June,2012-06-01
9721,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,B,72097,Enplaned,72097,2012,June,2012-06-01
9722,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,153465,Deplaned,153465,2012,June,2012-06-01
9723,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,157567,Enplaned,157567,2012,June,2012-06-01
9724,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,International,G,44905,Deplaned,44905,2012,June,2012-06-01
9725,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,International,G,49068,Enplaned,49068,2012,June,2012-06-01
9726,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 1,B,23893,Deplaned,23893,2012,June,2012-06-01
9727,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 1,B,23314,Enplaned,23314,2012,June,2012-06-01
9728,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,E,20815,Deplaned,20815,2012,June,2012-06-01
9729,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,E,21372,Enplaned,21372,2012,June,2012-06-01
9730,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,E,186,Thru / Transit * 2,372,2012,June,2012-06-01
9731,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,371600,Deplaned,371600,2012,June,2012-06-01
9732,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,382751,Enplaned,382751,2012,June,2012-06-01
9733,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,F,3539,Thru / Transit * 2,7078,2012,June,2012-06-01
9734,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,75386,Deplaned,75386,2012,June,2012-06-01
9735,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,73615,Enplaned,73615,2012,June,2012-06-01
9736,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,418,Thru / Transit * 2,836,2012,June,2012-06-01
9737,United Airlines,UA,United Airlines,UA,International,Australia,Deplaned,Other,International,G,8828,Deplaned,8828,2012,June,2012-06-01
9738,United Airlines,UA,United Airlines,UA,International,Australia,Enplaned,Other,International,G,7160,Enplaned,7160,2012,June,2012-06-01
9739,United Airlines,UA,United Airlines,UA,International,Australia,Thru / Transit,Other,International,G,399,Thru / Transit * 2,798,2012,June,2012-06-01
9740,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,14319,Deplaned,14319,2012,June,2012-06-01
9741,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,15519,Enplaned,15519,2012,June,2012-06-01
9742,United Airlines,UA,United Airlines,UA,International,North America,Thru / Transit,Other,Terminal 3,F,87,Thru / Transit * 2,174,2012,June,2012-06-01
9743,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,31420,Deplaned,31420,2012,June,2012-06-01
9744,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,33241,Enplaned,33241,2012,June,2012-06-01
9745,United Airlines,UA,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,330,Thru / Transit * 2,660,2012,June,2012-06-01
9746,United Airlines,UA,United Airlines,UA,International,South America,Deplaned,Other,International,G,21400,Deplaned,21400,2012,June,2012-06-01
9747,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,International,G,23696,Enplaned,23696,2012,June,2012-06-01
9748,Virgin America,VX,Virgin America,VX,Domestic,North America,Deplaned,Low Fare,Terminal 2,D,160910,Deplaned,160910,2012,June,2012-06-01
9749,Virgin America,VX,Virgin America,VX,Domestic,North America,Enplaned,Low Fare,Terminal 2,D,169228,Enplaned,169228,2012,June,2012-06-01
9750,Virgin America,VX,Virgin America,VX,International,South America,Deplaned,Low Fare,International,A,6737,Deplaned,6737,2012,June,2012-06-01
9751,Virgin America,VX,Virgin America,VX,International,South America,Enplaned,Low Fare,Terminal 2,D,7173,Enplaned,7173,2012,June,2012-06-01
9752,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,12713,Deplaned,12713,2012,June,2012-06-01
9753,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,14139,Enplaned,14139,2012,June,2012-06-01
9754,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Deplaned,Other,International,A,7562,Deplaned,7562,2012,June,2012-06-01
9755,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Enplaned,Other,International,A,7843,Enplaned,7843,2012,June,2012-06-01
9756,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,2023,Deplaned,2023,2012,June,2012-06-01
9757,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,2113,Enplaned,2113,2012,June,2012-06-01
9758,Aeromexico,AM,Aeromexico,AM,International,South America,Deplaned,Other,International,A,3435,Deplaned,3435,2012,July,2012-07-01
9759,Aeromexico,AM,Aeromexico,AM,International,South America,Enplaned,Other,International,A,3173,Enplaned,3173,2012,July,2012-07-01
9760,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,3638,Deplaned,3638,2012,July,2012-07-01
9761,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,2221,Enplaned,2221,2012,July,2012-07-01
9762,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,A,19881,Deplaned,19881,2012,July,2012-07-01
9763,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,A,18707,Enplaned,18707,2012,July,2012-07-01
9764,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,G,13816,Deplaned,13816,2012,July,2012-07-01
9765,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,G,13000,Enplaned,13000,2012,July,2012-07-01
9766,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7645,Deplaned,7645,2012,July,2012-07-01
9767,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7058,Enplaned,7058,2012,July,2012-07-01
9768,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,22919,Deplaned,22919,2012,July,2012-07-01
9769,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,18822,Enplaned,18822,2012,July,2012-07-01
9770,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Deplaned,Other,International,G,8195,Deplaned,8195,2012,July,2012-07-01
9771,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Other,International,G,8475,Enplaned,8475,2012,July,2012-07-01
9772,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,26605,Deplaned,26605,2012,July,2012-07-01
9773,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,25832,Enplaned,25832,2012,July,2012-07-01
9774,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,38178,Deplaned,38178,2012,July,2012-07-01
9775,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,38374,Enplaned,38374,2012,July,2012-07-01
9776,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Deplaned,Other,International,A,6215,Deplaned,6215,2012,July,2012-07-01
9777,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Enplaned,Other,Terminal 1,B,6309,Enplaned,6309,2012,July,2012-07-01
9778,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7969,Deplaned,7969,2012,July,2012-07-01
9779,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5769,Enplaned,5769,2012,July,2012-07-01
9780,American Airlines,AA,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 2,D,146752,Deplaned,146752,2012,July,2012-07-01
9781,American Airlines,AA,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 2,D,139782,Enplaned,139782,2012,July,2012-07-01
9782,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8804,Deplaned,8804,2012,July,2012-07-01
9783,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8416,Enplaned,8416,2012,July,2012-07-01
9784,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19943,Deplaned,19943,2012,July,2012-07-01
9785,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,17471,Enplaned,17471,2012,July,2012-07-01
9786,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,19599,Deplaned,19599,2012,July,2012-07-01
9787,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,17580,Enplaned,17580,2012,July,2012-07-01
9788,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10970,Deplaned,10970,2012,July,2012-07-01
9789,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9839,Enplaned,9839,2012,July,2012-07-01
9790,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,161282,Deplaned,161282,2012,July,2012-07-01
9791,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,157143,Enplaned,157143,2012,July,2012-07-01
9792,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,6444,Deplaned,6444,2012,July,2012-07-01
9793,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,5069,Enplaned,5069,2012,July,2012-07-01
9794,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,16050,Deplaned,16050,2012,July,2012-07-01
9795,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12955,Enplaned,12955,2012,July,2012-07-01
9796,Emirates ,EK,Emirates ,EK,International,Asia,Deplaned,Other,International,A,9981,Deplaned,9981,2012,July,2012-07-01
9797,Emirates ,EK,Emirates ,EK,International,Asia,Enplaned,Other,International,A,10267,Enplaned,10267,2012,July,2012-07-01
9798,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Deplaned,Low Fare,Terminal 1,C,18697,Deplaned,18697,2012,July,2012-07-01
9799,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Enplaned,Low Fare,Terminal 1,C,18659,Enplaned,18659,2012,July,2012-07-01
9800,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Deplaned,Other,International,A,8029,Deplaned,8029,2012,July,2012-07-01
9801,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Enplaned,Other,International,A,8387,Enplaned,8387,2012,July,2012-07-01
9802,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,5276,Deplaned,5276,2012,July,2012-07-01
9803,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,6090,Enplaned,6090,2012,July,2012-07-01
9804,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7381,Deplaned,7381,2012,July,2012-07-01
9805,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5588,Enplaned,5588,2012,July,2012-07-01
9806,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Deplaned,Low Fare,International,A,48784,Deplaned,48784,2012,July,2012-07-01
9807,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Enplaned,Low Fare,International,A,48737,Enplaned,48737,2012,July,2012-07-01
9808,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12568,Deplaned,12568,2012,July,2012-07-01
